task,record_id,block,block_size,channel,n_left,n_right,left,right,common,difference
1,B_Task-1,7,5,F4,3,2,-7.2798536017452546,9.0832416114525643,0.90169400485365481,-16.36309521319782
1,B_Task-1,8,5,Fz,1,4,9.8143797379871085,7.1081052956982003,8.4612425168426544,2.7062744422889082
1,B_Task-1,8,5,F3,1,4,8.4314562329690368,-31.500968642922913,-11.534756204976938,39.932424875891954
1,B_Task-1,8,5,F4,1,4,0.87207662246310835,-20.017709822175448,-9.5728165998561696,20.889786444638556
1,B_Task-1,9,5,Fz,3,2,-63.019351871301417,2.268589724190158,-30.37538107355563,-65.287941595491574
1,B_Task-1,9,5,F3,3,2,-34.840146032526896,-18.76989941012647,-26.805022721326683,-16.070246622400425
1,B_Task-1,9,5,F4,3,2,29.571946061345514,-51.655649049403202,-11.041851494028844,81.227595110748723
1,B_Task-1,10,5,Fz,2,3,-664.6082398260728,6.0863633885453554,-329.26093821876373,-670.69460321461816
1,B_Task-1,10,5,F3,2,3,-18.924557923702771,7.4091941124756788,-5.7576819056135466,-26.333752036178449
1,B_Task-1,10,5,F4,2,3,-23.185287813598457,-11.503501954582889,-17.344394884090672,-11.681785859015568
1,B_Task-1,11,5,Fz,1,4,-20.729615112158875,42.42357014946105,10.846977518651087,-63.153185261619925
1,B_Task-1,11,5,F3,1,4,11.05491516493014,16.737510977533454,13.896213071231797,-5.6825958126033136
1,B_Task-1,11,5,F4,1,4,12.171745549953675,-5.3054608531510743,3.4331423484013004,17.477206403104748
1,B_Task-1,12,5,Fz,4,1,1.5197186093937156,198.9459990305229,100.23285881995831,-197.42628042112918
1,B_Task-1,12,5,F3,4,1,-0.32846800331435588,18.131071579844658,8.9013017882651511,-18.459539583159014
1,B_Task-1,12,5,F4,4,1,10.14351066819367,17.805473824608995,13.974492246401333,-7.6619631564153252
1,B_Task-1,13,5,Fz,3,2,-34.408852281145023,4.105025182341917,-15.151913549401552,-38.513877463486942
1,B_Task-1,13,5,F3,3,2,17.267142263553641,-5.3996300076760253,5.9337561279388078,22.666772271229668
1,B_Task-1,13,5,F4,3,2,0.033133202648971384,-11.723437233203246,-5.8451520152771375,11.756570435852217
1,B_Task-1,14,5,Fz,2,3,-3.363188165743729,5.7412551952151398,1.1890335147357054,-9.104443360958868
1,B_Task-1,14,5,F3,2,3,10.332483627207736,39.401648588226102,24.867066107716919,-29.069164961018366
1,B_Task-1,14,5,F4,2,3,-3.4230478272393805,47.885992459357801,22.231472316059211,-51.309040286597181
1,B_Task-1,15,5,Fz,4,1,-19.79047156271924,-7.8428434901858122,-13.816657526452527,-11.947628072533428
1,B_Task-1,15,5,F3,4,1,16.033630993829629,-35.475746233005587,-9.7210576195879792,51.509377226835213
1,B_Task-1,15,5,F4,4,1,-7.8466158203729695,-33.052449605422623,-20.449532712897796,25.205833785049656
1,B_Task-1,16,5,Fz,3,2,-5.6207360096273353,-32.308369032678861,-18.964552521153099,26.687633023051525
1,B_Task-1,16,5,F3,3,2,-20.848845831710609,-3.6428693097121423,-12.245857570711376,-17.205976521998466
1,B_Task-1,16,5,F4,3,2,-9.9492375984739798,5.8590386162558712,-2.0450994911090543,-15.808276214729851
1,B_Task-1,17,5,Fz,4,1,8.8262323320554099,606.89330188422093,307.85976710813816,-598.06706955216555
1,B_Task-1,17,5,F3,4,1,-24.591332638407017,85.744681241137712,30.576674301365347,-110.33601387954474
1,B_Task-1,17,5,F4,4,1,-19.233898456465276,13.048336268449891,-3.0927810940076927,-32.28223472491517
1,B_Task-1,18,5,Fz,2,3,-6.6264407863918322,-173.65767090902625,-90.142055847709045,167.03123012263441
1,B_Task-1,18,5,F3,2,3,-3.5356810615243752,-41.604179797924594,-22.569930429724486,38.068498736400215
1,B_Task-1,18,5,F4,2,3,-8.7383270908566821,-35.366174571361277,-22.052250831108978,26.627847480504595
1,B_Task-1,19,5,Fz,1,4,-29.908703140888342,-10.157852193654239,-20.033277667271292,-19.750850947234103
1,B_Task-1,19,5,F3,1,4,55.382576837395682,0.96678857774285687,28.174682707569268,54.415788259652828
1,B_Task-1,19,5,F4,1,4,39.668791193766573,11.160615873974653,25.414703533870615,28.508175319791921
2,B_Task-2,0,5,Fz,4,1,-2.4186093809820002,-35.609538093279696,-19.014073737130847,33.190928712297698
2,B_Task-2,0,5,F3,4,1,29.011368949923384,-53.293656405839485,-12.141143727958051,82.305025355762865
2,B_Task-2,0,5,F4,4,1,45.623128332288182,-51.604100196695626,-2.9904859322037218,97.227228528983801
2,B_Task-2,1,5,Fz,1,4,-21.70101557876799,-11.44098268491123,-16.57099913183961,-10.26003289385676
2,B_Task-2,1,5,F3,1,4,218.5649832724969,-5.4502136418638214,106.55738481531654,224.01519691436073
2,B_Task-2,1,5,F4,1,4,557.26099882954793,26.186286903102339,291.72364286632512,531.07471192644562
2,B_Task-2,3,5,Fz,2,3,-65.095930004408075,-14.677614385582432,-39.886772194995253,-50.418315618825645
2,B_Task-2,3,5,F3,2,3,106.19934487842679,-45.869994538849539,30.164675169788623,152.06933941727632
2,B_Task-2,3,5,F4,2,3,120.318422453656,438.16046778572337,279.23944511968966,-317.84204533206736
2,B_Task-2,4,5,Fz,3,2,-6.3859974295518311,-48.475094095199623,-27.430545762375726,42.089096665647794
2,B_Task-2,4,5,F3,3,2,2.997649902805184,-41.525235659032553,-19.263792878113684,44.522885561837739
2,B_Task-2,4,5,F4,3,2,-548.24153918445836,-69.644843634262969,-308.94319140936068,-478.59669555019536
2,B_Task-2,5,5,Fz,3,2,-34.836350845292976,-45.793646581158491,-40.314998713225734,10.957295735865515
2,B_Task-2,5,5,F3,3,2,-77.00705954642082,-26.212240473940142,-51.609650010180481,-50.794819072480678
2,B_Task-2,5,5,F4,3,2,-59.214953546249774,-22.514687985920418,-40.864820766085096,-36.700265560329356
2,B_Task-2,6,5,Fz,1,4,8.6702382343312934,-35.31832175913172,-13.324041762400213,43.988559993463014
2,B_Task-2,6,5,F3,1,4,-69.214968562774501,-47.05766859259154,-58.136318577683021,-22.157299970182962
2,B_Task-2,6,5,F4,1,4,7.5500897461258552,-75.476122195182569,-33.96301622452836,83.026211941308418
2,B_Task-2,7,5,Fz,2,3,-9.7614974849283183,-29.09401492580551,-19.427756205366915,19.33251744087719
2,B_Task-2,7,5,F3,2,3,28.624148172233419,-14.93043764604557,6.8468552630939241,43.554585818278987
2,B_Task-2,7,5,F4,2,3,-19.966615233872837,-31.869472800187609,-25.918044017030223,11.902857566314772
2,B_Task-2,8,5,Fz,3,2,-24.318689821419156,3.2081859657249474,-10.555251927847104,-27.526875787144103
2,B_Task-2,8,5,F3,3,2,-220.03423708855223,29.81665027452992,-95.108793407011149,-249.85088736308217
2,B_Task-2,8,5,F4,3,2,-154.26586668502802,18.811532607177135,-67.727167038925444,-173.07739929220514
2,B_Task-2,9,5,Fz,3,2,-27.543652948879622,-30.437867496578992,-28.990760222729307,2.8942145476993701
2,B_Task-2,9,5,F3,3,2,-2.3465388600833847,-78.374739601267507,-40.360639230675446,76.028200741184122
2,B_Task-2,9,5,F4,3,2,-202.04145836778582,-47.005863821494167,-124.52366109463999,-155.03559454629166
2,B_Task-2,10,5,Fz,2,3,-63.666684306494176,-60.979806849034958,-62.323245577764567,-2.686877457459218
2,B_Task-2,10,5,F3,2,3,-83.724808704007643,519.18341443344286,217.72930286471762,-602.90822313745048
2,B_Task-2,10,5,F4,2,3,-107.17953279534457,295.72326771575734,94.27186746020638,-402.90280051110193
2,B_Task-2,12,5,Fz,3,2,-34.340004448752332,-17.046077184908949,-25.693040816830639,-17.293927263843383
2,B_Task-2,12,5,F3,3,2,-41.547513128740292,-10.943425297759054,-26.245469213249674,-30.604087830981236
2,B_Task-2,12,5,F4,3,2,-59.087571173749694,-4.4044659435208189,-31.746018558635257,-54.683105230228875
2,B_Task-2,13,5,Fz,2,3,16.098543266627225,-26.043693187870854,-4.9725749606218148,42.142236454498075
2,B_Task-2,13,5,F3,2,3,13.247149569627366,-11.270207963071007,0.98847080327817949,24.517357532698373
2,B_Task-2,13,5,F4,2,3,19.000434196306976,47.629651384546484,33.31504279042673,-28.629217188239508
2,B_Task-2,14,5,Fz,2,3,-54.37246467733069,-55.321028378689221,-54.846746528009959,0.94856370135853041
2,B_Task-2,14,5,F3,2,3,-68.97488899288814,-52.480679683178558,-60.727784338033345,-16.494209309709582
2,B_Task-2,14,5,F4,2,3,-73.992981308396764,-78.027093061496515,-76.01003718494664,4.0341117530997508
2,B_Task-2,15,5,Fz,3,2,-12.889875676191798,-30.722318584486722,-21.806097130339261,17.832442908294922
2,B_Task-2,15,5,F3,3,2,43.298337142434399,-55.734470874124902,-6.2180668658452518,99.032808016559301
2,B_Task-2,15,5,F4,3,2,58.633593942778397,-62.493909172034463,-1.9301576146280333,121.12750311481287
2,B_Task-2,16,5,Fz,3,2,117.05598056572619,-3.8506417310710819,56.602669417327554,120.90662229679727
2,B_Task-2,16,5,F3,3,2,451.10232467588753,12.379433558638187,231.74087911726286,438.72289111724933
2,B_Task-2,16,5,F4,3,2,307.34809638252966,-5.4197510046045663,150.96417268896255,312.76784738713422
2,B_Task-2,17,5,Fz,2,3,-74.269287781466602,-28.606532848715869,-51.437910315091237,-45.66275493275073
2,B_Task-2,17,5,F3,2,3,-72.908326632399394,-13.005141851276141,-42.956734241837765,-59.903184781123251
2,B_Task-2,17,5,F4,2,3,-127.82170865986133,-19.770702554195889,-73.796205607028611,-108.05100610566544
2,B_Task-2,18,5,Fz,3,2,-48.041626148045303,-9.903129207983568,-28.972377678014436,-38.138496940061735
2,B_Task-2,18,5,F3,3,2,-43.96633785655672,-19.580957278002195,-31.773647567279458,-24.385380578554525
2,B_Task-2,18,5,F4,3,2,-63.808810908175587,-16.607312600699217,-40.208061754437402,-47.201498307476371
2,B_Task-2,19,5,Fz,3,2,0.1216900388765388,-58.053463225083782,-28.965886593103622,58.175153263960318
2,B_Task-2,19,5,F3,3,2,8.2705573890529767,-103.89030851616836,-47.809875563557689,112.16086590522134
2,B_Task-2,19,5,F4,3,2,-7.0961420229223604,-76.174105966323765,-41.635123994623065,69.0779639434014
1,A_Task-1,0,20,Fz,11,9,-3.5678360070278172,4.2753731051705834,0.35376854907138311,-7.8432091121984007
1,A_Task-1,0,20,F3,11,9,-28.182768803114655,-0.78131103516551192,-14.482039919140083,-27.401457767949143
1,A_Task-1,0,20,F4,11,9,-31.164294131283178,4.9583770774831484,-13.102958526900014,-36.122671208766327
1,A_Task-1,1,20,Fz,14,6,8.547896857794079,10.88593312371038,9.7169149907522296,-2.3380362659163012
1,A_Task-1,1,20,F3,14,6,38.00870638400697,-34.083117597451796,1.9627943932775871,72.091823981458759
1,A_Task-1,1,20,F4,14,6,32.242509600069646,-33.871064221565199,-0.81427731074777654,66.113573821634844
1,A_Task-1,2,20,Fz,11,9,-2.5924770460921636,-5.2513823495212613,-3.9219296978067124,2.6589053034290977
1,A_Task-1,2,20,F3,11,9,-0.1435389821158666,34.993932313006489,17.425196665445313,-35.137471295122353
1,A_Task-1,2,20,F4,11,9,1.9311059476829511,43.496520025283218,22.713812986483084,-41.565414077600266
1,A_Task-1,3,20,Fz,11,9,-6.1178534612337252,-1.6420949720232254,-3.8799742166284754,-4.4757584892104996
1,A_Task-1,3,20,F3,11,9,-8.9780200940008452,-21.055375340124989,-15.016697717062918,12.077355246124144
1,A_Task-1,3,20,F4,11,9,9.5259621567415458,-24.613494864375653,-7.5437663538170536,34.139457021117195
1,A_Task-1,4,20,Fz,7,13,-6.2987782719563521,-5.6726722488901276,-5.9857252604232398,-0.62610602306622454
1,A_Task-1,4,20,F3,7,13,-8.2609402334299471,3.9907668903550846,-2.1350866715374313,-12.251707123785032
1,A_Task-1,4,20,F4,7,13,-8.5793819466904591,-2.0437644271993092,-5.3115731869448837,-6.5356175194911499
2,A_Task-2,0,20,Fz,11,9,-19.4915495161904,0.71223690934112305,-9.3896563034246388,-20.203786425531522
2,A_Task-2,0,20,F3,11,9,-16.297441179580144,20.473425018691366,2.0879919195556109,-36.770866198271506
2,A_Task-2,0,20,F4,11,9,-21.889650250299272,12.863990640409622,-4.5128298049448254,-34.753640890708894
2,A_Task-2,1,20,Fz,10,10,-20.127221141115935,-33.814949464490361,-26.971085302803147,13.687728323374426
2,A_Task-2,1,20,F3,10,10,126.83268393630451,25.997041098274746,76.41486251728962,100.83564283802976
2,A_Task-2,1,20,F4,10,10,-25.797113954749751,-49.775771755369689,-37.786442855059718,23.978657800619938
2,A_Task-2,2,20,Fz,11,9,-3.8301735910111669,-20.730251482214317,-12.280212536612742,16.90007789120315
2,A_Task-2,2,20,F3,11,9,7.513587468155146,0.24241697405239648,3.8780022211037712,7.2711704941027495
2,A_Task-2,2,20,F4,11,9,-79.481142187713218,-24.536854135154531,-52.008998161433873,-54.94428805255869
2,A_Task-2,3,20,Fz,10,10,-28.991971902130945,-31.780053143019671,-30.386012522575307,2.7880812408887259
2,A_Task-2,3,20,F3,10,10,49.181941157234185,56.60821728808785,52.895079222661018,-7.4262761308536653
2,A_Task-2,3,20,F4,10,10,-31.501263535512201,-15.935475773445313,-23.718369654478757,-15.565787762066888
2,A_Task-2,4,20,Fz,15,5,-33.66732902012059,-2.3650367435967992,-18.016182881858693,-31.30229227652379
2,A_Task-2,4,20,F3,15,5,-132.36151563951967,2.2667457011544743,-65.047384969182602,-134.62826134067413
2,A_Task-2,4,20,F4,15,5,-37.948635609985068,1.8738770190970342,-18.037379295444016,-39.822512629082105
1,B_Task-1,0,20,Fz,11,9,3.7867405047961258,-0.61867675541611999,1.5840318746900028,4.4054172602122454
1,B_Task-1,0,20,F3,11,9,-24.721913798049989,1.2138834420564588,-11.754015177996765,-25.935797240106449
1,B_Task-1,0,20,F4,11,9,-8.5244272071152931,17.87360077893095,4.6745867859078283,-26.398027986046245
1,B_Task-1,1,20,Fz,7,13,-226.66776100941482,-29.769525786186783,-128.2186433978008,-196.89823522322803
1,B_Task-1,1,20,F3,7,13,-27.212925357608366,-12.195365657567082,-19.704145507587725,-15.017559700041284
1,B_Task-1,1,20,F4,7,13,-7.0083416279939952,-15.966628801396585,-11.48748521469529,8.9582871734025886
1,B_Task-1,2,20,Fz,7,13,-218.45568152003165,16.994074722665644,-100.73080339868301,-235.44975624269728
1,B_Task-1,2,20,F3,7,13,-17.55474036386958,-5.7204651649525964,-11.637602764411088,-11.834275198916984
1,B_Task-1,2,20,F4,7,13,7.9127263898937743,-18.393422051066246,-5.2403478305862361,26.306148440960019
1,B_Task-1,3,20,Fz,13,7,-14.079688076017277,30.933853070095189,8.4270824970389562,-45.013541146112466
1,B_Task-1,3,20,F3,13,7,10.406695846702886,12.865858728023621,11.636277287363253,-2.4591628813207347
1,B_Task-1,3,20,F4,13,7,0.18776025728853468,14.994875304407612,7.5913177808480734,-14.807115047119078
1,B_Task-1,4,20,Fz,10,10,-2.4718863414332377,-1.9327857682832512,-2.2023360548582445,-0.5391005731499865
1,B_Task-1,4,20,F3,10,10,-11.260065333441295,-4.2486442461088938,-7.7543547897750944,-7.0114210873324012
1,B_Task-1,4,20,F4,10,10,-8.4591169609229802,-3.6689646717223581,-6.0640408163226693,-4.7901522892006216
2,B_Task-2,0,20,Fz,7,13,-23.081044730216018,-22.495691686418674,-22.788368208317344,-0.58535304379734399
2,B_Task-2,0,20,F3,7,13,78.144164118434873,-32.666953587025432,22.73860526570472,110.8111177054603
2,B_Task-2,0,20,F4,7,13,140.05576529514468,79.487557631112921,109.77166146312879,60.56820766403176
2,B_Task-2,1,20,Fz,9,11,-14.946644617784418,-37.917528469696329,-26.432086543740375,22.970883851911911
2,B_Task-2,1,20,F3,9,11,-25.999433461017176,-33.499721779495296,-29.749577620256236,7.5002883184781197
2,B_Task-2,1,20,F4,9,11,-206.08362432374935,-52.893815492878169,-129.48871990831375,-153.18980883087119
2,B_Task-2,2,20,Fz,13,7,-39.748509049246607,-33.914111944116136,-36.831310496681368,-5.8343971051304706
2,B_Task-2,2,20,F3,13,7,-92.627508335393955,208.63343780669334,58.002964735649691,-301.26094614208728
2,B_Task-2,2,20,F4,13,7,-133.12974455397881,118.68302010266258,-7.2233622256581143,-251.81276465664138
2,B_Task-2,3,20,Fz,10,10,-21.823748319623931,-33.96309562384716,-27.893421971735545,12.139347304223229
2,B_Task-2,3,20,F3,10,10,-10.620300680543926,-32.46084552825166,-21.540573104397794,21.840544847707733
2,B_Task-2,3,20,F4,10,10,-11.134702591709349,-22.498907526196064,-16.816805058952706,11.364204934486715
2,B_Task-2,4,20,Fz,11,9,5.351777982430824,-25.492674097158272,-10.070448057363723,30.844452079589097
2,B_Task-2,4,20,F3,11,9,100.0366344873048,-29.02212111387702,35.507256686713887,129.05875560118182
2,B_Task-2,4,20,F4,11,9,41.244183003142957,-28.412716311760306,6.4157333456913257,69.656899314903256
