task,condition,channel,method,time_s,mean,ci_low,ci_high
2,1,F3,SELECTED,-0.0703125,-0.67052984515552772,-3.0362135295581361,2.3228910925510773
2,1,F3,SELECTED,-0.06640625,-0.57416869820618954,-3.0748374648017314,2.6680270401343122
2,1,F3,SELECTED,-0.0625,-0.41103200186404298,-3.1507300379088674,3.0454880925640486
2,1,F3,SELECTED,-0.05859375,-0.15316257596169186,-3.0535172397520021,3.4830795292437982
2,1,F3,SELECTED,-0.0546875,0.21843735596177649,-2.8398540576143296,3.9629640492823763
2,1,F3,SELECTED,-0.05078125,0.70035660906125718,-2.5732502123251888,4.5622854503203634
2,1,F3,SELECTED,-0.046875,1.2652136946582759,-2.1479356604522035,5.2900013125056784
2,1,F3,SELECTED,-0.04296875,1.8719733512906345,-1.5278196922764389,5.9224881948520771
2,1,F3,SELECTED,-0.0390625,2.4800999325620969,-1.0332273758597423,6.7038163070178429
2,1,F3,SELECTED,-0.03515625,3.0580289484885248,-0.69312794636779307,7.4917805307448013
2,1,F3,SELECTED,-0.03125,3.5825020178488503,-0.65831235794028742,8.2973116876026758
2,1,F3,SELECTED,-0.02734375,4.0332812625031771,-0.43198283674434013,9.0052602448686461
2,1,F3,SELECTED,-0.0234375,4.3904484590848449,-0.28463937651656285,9.6087100258681133
2,1,F3,SELECTED,-0.01953125,4.6377066895213028,-0.12066977875486326,10.034823155732191
2,1,F3,SELECTED,-0.015625,4.7693243565912979,-0.024613128729178924,10.260916093381388
2,1,F3,SELECTED,-0.01171875,4.7950783072001011,-0.14926678465209658,10.393801916933141
2,1,F3,SELECTED,-0.0078125,4.7385381524994088,-0.30618339127807676,10.360853304019358
2,1,F3,SELECTED,-0.00390625,4.6283651743395895,-0.44091470097470398,10.237698175946342
2,1,F3,SELECTED,0,4.4869401243572522,-0.58221048101812556,10.15576195581529
2,1,F3,SELECTED,0.00390625,4.3224715715611088,-0.80757268953098438,10.055189134457843
2,1,F3,SELECTED,0.0078125,4.1287281403458431,-1.1489374487750981,9.9675607642044692
