trial_key,task,channel,effective_pre_s,effective_post_s,rmse_native,training_scaled_rmse
A_Task-2_trial-013,2,F3,2,3,17.70674393713087,0.15077653010132638
A_Task-2_trial-013,2,F4,2,3,14.818064086919351,0.10060627665740099
A_Task-2_trial-014,2,Fz,2,3,7.0659823185285475,0.072820450329684303
A_Task-2_trial-014,2,F3,2,3,31.220943153145022,0.26585268820941316
A_Task-2_trial-014,2,F4,2,3,16.469260174372163,0.11181696446489527
A_Task-2_trial-015,2,Fz,2,3,10.605699269066594,0.1092999900112208
A_Task-2_trial-015,2,F3,2,3,8.128124372526301,0.06921263409426795
A_Task-2_trial-015,2,F4,2,3,13.404461752429194,0.091008716091253411
A_Task-2_trial-016,2,Fz,2,3,6.6680051845053034,0.068718986044315852
A_Task-2_trial-016,2,F3,2,3,25.441331538486715,0.21663811845646586
A_Task-2_trial-016,2,F4,2,3,10.608103752458259,0.072023026400077253
A_Task-2_trial-017,2,Fz,2,3,9.198007482548018,0.094792629930389546
